order_item_id,order_id,user_id,product_id,created_at,shipped_at,delivered_at,returned_at,sale_price
OI104851,O72341,U57930,P009,2022-07-16,2022-07-15,2022-07-16,,30
OI110935,O76516,U61245,P006,2021-09-21,2021-09-20,2021-09-24,,35
OI135317,O93347,U74742,P007,2022-06-13,2022-06-11,2022-06-11,,40
OI152299,O104933,U83983,P007,2023-02-25,2023-02-28,2023-03-04,,40
OI165168,O113793,U90992,P009,2023-05-15,2023-05-15,2023-05-17,,30
OI173830,O119740,U95753,P011,2023-02-02,2023-02-02,2023-02-02,,44.9900017
OI178616,O123074,U98459,P010,2022-12-28,2022-12-25,2022-12-28,,44.9900017
OI35883,O24679,U19648,P009,2023-04-10,2023-04-11,2023-04-15,2023-04-16,30
OI78637,O54141,U43298,P002,2023-04-22,2023-04-24,2023-04-26,2023-04-28,44.9900017
OI92534,O63822,U51097,P011,2021-08-27,2021-08-28,2021-08-28,2021-08-28,44.9900017
OI96214,O66388,U53116,P009,2023-01-02,2023-01-04,2023-01-04,2023-01-05,30
OI101897,O70268,U56273,P010,2020-05-31,2020-05-29,2020-05-31,2020-06-03,44.9900017
OI107150,O73932,U59207,P002,2022-10-11,2022-10-14,2022-10-19,2022-10-20,44.9900017
OI107640,O74254,U59445,P011,2022-12-11,2022-12-13,2022-12-17,2022-12-18,44.9900017
OI115856,O79904,U63864,P011,2023-03-17,2023-03-16,2023-03-18,2023-03-20,44.9900017
OI157073,O108231,U86592,P002,2022-06-14,2022-06-16,2022-06-17,2022-06-18,44.9900017
OI173779,O119703,U95725,P011,2022-07-29,2022-07-27,2022-08-01,2022-08-02,44.9900017
OI178279,O122839,U98278,P007,2022-10-07,2022-10-08,2022-10-08,2022-10-10,40
OI19376,O13334,U10659,P009,2022-05-14,,,,30
OI19886,O13685,U10963,P007,2021-11-23,,,,40
OI39580,O27232,U21663,P011,2022-11-11,,,,44.9900017
OI41711,O28713,U22814,P007,2020-09-20,,,,40
OI42755,O29421,U23386,P007,2022-04-15,,,,40
OI48030,O33046,U26308,P009,2022-08-14,,,,30
OI60217,O41405,U32991,P011,2023-02-20,,,,44.9900017
OI79549,O54774,U43799,P002,2023-01-05,,,,44.9900017
OI118227,O81581,U65177,P002,2023-06-28,,,,44.9900017
OI142083,O97950,U78426,P006,2021-08-19,,,,35
OI149346,O102956,U82427,P002,2023-06-17,,,,44.9900017
OI158342,O109118,U87356,P009,2023-01-23,,,,30
OI161263,O111136,U88932,P011,2022-08-10,,,,44.9900017
OI179355,O123571,U98879,P004,2021-11-15,,,,25
OI29411,O20197,U16134,P009,2020-11-14,,,,30
OI36434,O25042,U19916,P011,2023-06-25,,,,44.9900017
OI46139,O31719,U25249,P011,2022-02-16,,,,44.9900017
OI50152,O34483,U27436,P007,2022-05-24,,,,40
OI69495,O47832,U38216,P002,2023-06-28,,,,44.9900017
OI89381,O61670,U49418,P010,2023-04-21,,,,44.9900017
OI103351,O71294,U57071,P002,2020-08-31,,,,44.9900017
OI105090,O72506,U58054,P004,2023-05-27,,,,25
OI106330,O73366,U58758,P011,2022-03-11,,,,44.9900017
OI116438,O80319,U64193,P002,2021-08-25,,,,44.9900017
OI124277,O85731,U68572,P002,2022-12-27,,,,44.9900017
OI149754,O103211,U82610,P004,2022-02-10,,,,25
OI157825,O108754,U87044,P002,2022-08-27,,,,44.9900017
OI176098,O121330,U97059,P002,2023-05-19,,,,44.9900017
OI100175,O69057,U55293,P011,2021-03-21,2021-03-21,,,46.9900017
OI49607,O34118,U27163,P003,2023-03-17,2023-03-20,2023-03-25,,46.9900017
OI56009,O38471,U30646,P011,2023-05-05,2023-05-07,2023-05-09,,46.9900017
OI65349,O44974,U35918,P003,2022-10-04,2022-10-05,2022-10-05,,46.9900017
OI112214,O77413,U61930,P005,2023-03-26,2023-03-26,2023-03-26,,30
OI172445,O118740,U94987,P003,2022-07-28,2022-07-30,2022-08-01,,46.9900017
OI149308,O102928,U82412,P011,2023-04-13,2023-04-12,2023-04-16,2023-04-18,46.9900017
OI36091,O24811,U19747,P005,2022-04-08,,,,30
OI42556,O29281,U23270,P005,2022-11-11,,,,30
OI75674,O52107,U41632,P011,2021-11-08,,,,46.9900017
OI80428,O55406,U44310,P005,2023-04-11,,,,30
OI91336,O63007,U50478,P005,2022-07-16,,,,30
OI145634,O100384,U80353,P005,2022-07-05,,,,30
OI129059,O89051,U71291,P011,2021-03-20,,,,46.9900017
OI55909,O38402,U30585,P011,2022-01-30,2022-01-28,,,48.9900017
OI175483,O120889,U96704,P003,2019-07-22,2019-07-23,,,48.9900017
OI20671,O14208,U11402,P003,2022-01-27,2022-01-28,2022-01-29,,48.9900017
OI62966,O43299,U34530,P003,2021-09-05,2021-09-02,2021-09-05,,48.9900017
OI46624,O32067,U25507,P011,2022-05-15,2022-05-16,2022-05-18,2022-05-20,48.9900017
OI451,O302,U236,P011,2022-11-20,,,,48.9900017
OI69552,O47870,U38251,P011,2022-02-07,,,,48.9900017
OI73138,O50340,U40230,P011,2021-10-19,,,,48.9900017
OI105217,O72591,U58129,P011,2021-04-21,,,,48.9900017
OI105862,O73045,U58493,P003,2020-04-18,,,,48.9900017
OI150473,O103694,U82988,P011,2023-04-24,,,,48.9900017
OI162101,O111712,U89382,P003,2022-12-10,,,,48.9900017
OI121372,O83736,U66870,P007,2023-05-28,2023-05-25,,,40
OI35487,O24410,U19455,P007,2022-08-04,2022-08-05,2022-08-07,,40
OI92294,O63661,U50978,P007,2020-03-09,2020-03-11,2020-03-14,,40
OI155905,O107419,U85970,P007,2021-09-17,2021-09-18,2021-09-18,,40
OI179316,O123546,U98858,P007,2023-04-14,2023-04-18,2023-04-19,,40
OI21281,O14646,U11758,P007,2023-03-18,2023-03-20,2023-03-20,2023-03-20,40
OI165217,O113827,U91028,P007,2019-06-27,,,,40
OI44099,O30311,U24132,P007,2023-06-03,,,,40
OI15208,O10488,U8410,P011,2022-03-12,2022-03-14,,,54.9900017
OI52532,O36079,U28732,P011,2022-10-18,2022-10-16,,,54.9900017
OI72779,O50093,U40029,P011,2020-09-21,2020-09-24,,,54.9900017
OI77664,O53484,U42728,P004,2020-07-04,2020-07-06,,,25
OI93295,O64354,U51524,P004,2022-02-24,2022-02-24,2022-02-27,,25
OI93745,O64668,U51762,P004,2021-11-22,2021-11-22,2021-11-24,,25
OI115632,O79737,U63732,P004,2022-10-14,2022-10-16,2022-10-20,,25
OI164839,O113581,U90822,P011,2022-01-04,2022-01-07,2022-01-12,,54.9900017
OI179976,O123994,U99205,P004,2023-03-14,2023-03-13,2023-03-14,,25
OI91860,O63362,U50732,P007,2020-04-16,2020-04-15,2020-04-16,2020-04-18,40
OI117610,O81152,U64841,P011,2023-02-06,2023-02-09,2023-02-12,2023-02-14,54.9900017
OI102751,O70864,U56754,P011,2022-01-16,,,,54.9900017
OI115420,O79607,U63625,P004,2022-02-21,,,,25
OI134181,O92580,U74129,P007,2023-04-18,,,,40
OI168090,O115788,U92647,P004,2023-04-26,,,,25
OI168395,O116011,U92815,P011,2022-06-23,,,,54.9900017
OI173682,O119630,U95667,P007,2022-12-12,,,,40
OI17706,O12184,U9725,P010,2022-08-16,2022-08-14,,,58.9900017
OI35090,O24140,U19232,P010,2022-06-17,,,,58.9900017
OI68778,O47366,U37828,P010,2021-11-21,,,,58.9900017
OI107832,O74390,U59542,P010,2020-04-28,,,,58.9900017
OI123690,O85309,U68219,P001,2022-04-26,2022-04-26,,,62.9900017
OI177903,O122576,U98082,P001,2022-11-22,2022-11-23,,,62.9900017
OI110035,O75903,U60746,P001,2022-05-26,2022-05-28,2022-05-29,,62.9900017
OI122978,O84835,U67794,P001,2023-02-18,2023-02-15,2023-02-17,,62.9900017
OI153132,O105503,U84429,P001,2023-06-09,2023-06-11,2023-06-14,,62.9900017
OI62837,O43206,U34466,P001,2023-06-10,,,,62.9900017
OI3242,O2200,U1752,P001,2023-05-24,,,,62.9900017
OI46095,O31691,U25233,P001,2021-03-06,,,,62.9900017
OI617,O412,U319,P004,2023-05-10,2023-05-10,2023-05-11,,25
OI20693,O14225,U11413,P004,2022-08-17,2022-08-18,2022-08-20,,25
OI52817,O36277,U28877,P004,2022-08-06,2022-08-06,2022-08-08,,25
OI80245,O55273,U44187,P004,2023-04-05,2023-04-05,2023-04-07,,25
OI172538,O118810,U95040,P004,2020-08-02,2020-08-05,2020-08-07,,25
OI87588,O60408,U48400,P004,2021-12-02,,,,25
OI133752,O92281,U73901,P004,2022-09-11,,,,25
OI9153,O6254,U5058,P004,2020-11-07,,,,25
OI46969,O32314,U25714,P004,2022-03-03,,,,25
OI68268,O47042,U37552,P005,2019-07-03,2019-07-05,,,10.3100004
OI130143,O89811,U71873,P005,2023-01-01,2022-12-30,,,10.3100004
OI3122,O2119,U1693,P005,2022-05-20,2022-05-21,2022-05-25,,10.3100004
OI20235,O13925,U11171,P005,2022-05-29,2022-05-30,2022-05-31,,10.3100004
OI45672,O31410,U25008,P005,2020-03-26,2020-03-28,2020-03-30,,10.3100004
OI130616,O90126,U72136,P005,2023-04-27,,,,10.3100004
OI89905,O62018,U49702,P005,2022-09-18,,,,10.3100004
OI134581,O92862,U74358,P005,2020-12-26,,,,10.3100004
OI25852,O17769,U14165,P004,2022-11-13,2022-11-13,,,11.3100004
OI78624,O54128,U43286,P004,2021-09-16,2021-09-16,,,11.3100004
OI85158,O58690,U47026,P004,2021-07-06,2021-07-08,,,11.3100004
OI95122,O65628,U52524,P004,2023-01-11,2023-01-13,,,11.3100004
OI10561,O7234,U5831,P004,2023-02-01,2023-01-31,2023-01-31,,11.3100004
OI17287,O11896,U9492,P004,2022-03-09,2022-03-12,2022-03-14,,11.3100004
OI26036,O17898,U14268,P004,2022-09-28,2022-09-29,2022-09-29,,11.3100004
OI36011,O24757,U19707,P004,2022-05-03,2022-05-03,2022-05-04,,11.3100004
OI16882,O11633,U9281,P004,2022-12-20,,,,11.3100004
OI147562,O101712,U81429,P004,2021-08-13,,,,11.3100004
OI4920,O3360,U2679,P005,2019-06-25,2019-06-28,,,13.3100004
OI107965,O74476,U59617,P005,2022-11-09,2022-11-08,,,13.3100004
OI116633,O80457,U64325,P005,2023-02-08,2023-02-06,,,13.3100004
OI152016,O104742,U83835,P005,2022-03-30,2022-04-01,,,13.3100004
OI171841,O118333,U94648,P005,2023-02-23,2023-02-25,,,13.3100004
OI164739,O113513,U90778,P002,2022-07-01,2022-07-02,2022-07-03,,13.3100004
OI175267,O120738,U96582,P005,2023-02-12,2023-02-14,2023-02-19,,13.3100004
OI27361,O18799,U14966,P005,2023-04-16,2023-04-18,2023-04-20,2023-04-22,13.3100004
OI7296,O4996,U4011,P005,2022-11-15,,,,13.3100004
OI86391,O59586,U47735,P005,2022-09-25,,,,13.3100004
OI170064,O117124,U93692,P002,2023-06-14,,,,13.3100004
OI18074,O12441,U9928,P005,2023-04-03,,,,13.3100004
OI147515,O101678,U81403,P005,2021-09-20,,,,13.3100004
OI159965,O110240,U88240,P006,2021-12-20,2021-12-23,,,18.6200008
OI118527,O81780,U65340,P007,2022-04-14,2022-04-17,,,40
OI121122,O83570,U66741,P007,2022-01-22,2022-01-22,,,40
OI159852,O110154,U88168,P007,2023-02-25,2023-02-27,2023-02-28,,40
OI3475,O2365,U1879,P007,2023-05-29,2023-05-30,2023-05-31,2023-06-01,40
OI22129,O15232,U12230,P007,2022-03-13,2022-03-13,2022-03-16,2022-03-18,40
OI25288,O17386,U13872,P007,2023-03-30,2023-03-31,2023-04-05,2023-04-05,40
OI102462,O70660,U56588,P007,2022-10-27,,,,40
OI152774,O105262,U84244,P007,2023-06-28,,,,40
OI12248,O8415,U6740,P007,2022-10-23,,,,40
OI110088,O75935,U60773,P007,2023-04-30,,,,40
OI176609,O121678,U97354,P007,2022-09-15,,,,40
OI90603,O62498,U50079,P004,2022-11-12,2022-11-13,,,25
OI117645,O81176,U64854,P004,2022-05-24,2022-05-25,,,25
OI10256,O7016,U5658,P004,2022-06-13,2022-06-13,2022-06-18,,25
OI93909,O64785,U51856,P004,2020-12-17,2020-12-18,2020-12-21,,25
OI144858,O99851,U79934,P004,2022-08-05,2022-08-03,2022-08-05,,25
OI126038,O86941,U69591,P004,2022-05-28,2022-05-29,2022-06-03,2022-06-05,25
OI36766,O25266,U20090,P003,2021-01-21,2021-01-21,,,33.9900017
OI45055,O30996,U24678,P005,2022-03-07,2022-03-06,,,30
OI57349,O39390,U31350,P003,2023-01-10,2023-01-10,,,33.9900017
OI67383,O46398,U37036,P005,2023-04-26,2023-04-27,,,30
OI69401,O47768,U38162,P003,2023-05-25,2023-05-26,,,33.9900017
OI74207,O51081,U40804,P005,2021-09-29,2021-09-27,,,30
OI93428,O64443,U51585,P003,2021-02-09,2021-02-11,,,33.9900017
OI121036,O83508,U66683,P003,2022-12-30,2023-01-01,,,33.9900017
OI178694,O123125,U98504,P004,2023-05-15,2023-05-13,,,25
OI309,O208,U167,P004,2023-05-13,2023-05-15,2023-05-15,,25
OI2766,O1873,U1510,P004,2023-06-23,2023-06-23,2023-06-26,,25
OI4428,O3022,U2413,P005,2023-06-22,2023-06-25,2023-06-25,,30
OI413,O275,U218,P003,2023-01-11,2023-01-13,2023-01-13,2023-01-16,33.9900017
OI14709,O10142,U8157,P005,2023-06-30,2023-06-30,2023-07-04,2023-07-06,30
OI37485,O25765,U20501,P003,2021-11-13,2021-11-14,2021-11-16,2021-11-18,33.9900017
OI148700,O102496,U82074,P003,2023-02-11,2023-02-13,2023-02-17,2023-02-20,33.9900017
OI13864,O9544,U7698,P003,2020-12-19,,,,33.9900017
OI49765,O34208,U27229,P004,2023-05-21,,,,25
OI100599,O69347,U55537,P005,2022-08-16,,,,30
OI109034,O75216,U60221,P003,2022-05-31,,,,33.9900017
OI119243,O82267,U65716,P003,2021-08-20,,,,33.9900017
OI149645,O103142,U82559,P003,2023-05-03,,,,33.9900017
OI34444,O23690,U18877,P004,2023-05-06,,,,25
OI75966,O52302,U41798,P005,2022-05-08,,,,30
OI80586,O55516,U44406,P003,2023-06-09,,,,33.9900017
OI111177,O76680,U61372,P005,2023-05-05,,,,30
OI132735,O91585,U73312,P003,2023-06-08,,,,33.9900017
OI147246,O101498,U81256,P005,2022-06-10,,,,30
OI156384,O107751,U86225,P003,2023-03-07,,,,33.9900017
OI157624,O108616,U86936,P005,2023-06-30,,,,30
OI15282,O10538,U8448,P007,2023-04-10,2023-04-08,,,35.9900017
OI63793,O43855,U35004,P011,2023-03-16,2023-03-19,,,35.9900017
OI81658,O56242,U45022,P007,2022-08-02,2022-08-03,,,35.9900017
OI142411,O98174,U78594,P011,2022-04-16,2022-04-17,,,35.9900017
OI150789,O103914,U83178,P007,2022-01-14,2022-01-13,,,35.9900017
OI159151,O109681,U87794,P003,2023-06-27,2023-06-26,,,35.9900017
OI21723,O14942,U12002,P007,2022-10-02,2022-10-02,2022-10-04,,35.9900017
OI39798,O27387,U21767,P011,2023-04-05,2023-04-06,2023-04-09,,35.9900017
OI44675,O30737,U24470,P007,2023-04-06,2023-04-04,2023-04-06,,35.9900017
OI47820,O32905,U26181,P003,2023-05-12,2023-05-14,2023-05-18,,35.9900017
OI88812,O61261,U49080,P003,2023-01-16,2023-01-14,2023-01-15,,35.9900017
OI8647,O5916,U4796,P003,2023-02-02,2023-02-04,2023-02-04,2023-02-05,35.9900017
OI45046,O30991,U24673,P007,2021-09-01,,,,35.9900017
OI57312,O39365,U31331,P011,2020-08-03,,,,35.9900017
OI92846,O64037,U51271,P007,2021-09-10,,,,35.9900017
OI8318,O5691,U4608,P011,2021-09-07,2021-09-10,,,37.9900017
OI12535,O8611,U6888,P011,2022-05-04,2022-05-05,,,37.9900017
OI18578,O12781,U10208,P011,2022-08-01,2022-08-02,,,37.9900017
OI21981,O15122,U12136,P010,2021-05-12,2021-05-13,,,37.9900017
OI24299,O16721,U13363,P011,2023-06-03,2023-06-01,,,37.9900017
OI35581,O24478,U19504,P011,2020-11-30,2020-12-02,,,37.9900017
OI39594,O27244,U21670,P011,2022-08-02,2022-07-30,,,37.9900017
OI43411,O29866,U23757,P010,2023-01-15,2023-01-16,,,37.9900017
OI82557,O56860,U45502,P010,2023-03-16,2023-03-15,,,37.9900017
OI104168,O71871,U57572,P011,2022-01-08,2022-01-06,,,37.9900017
OI125594,O86643,U69349,P011,2022-04-17,2022-04-19,,,37.9900017
OI133270,O91947,U73619,P011,2023-04-02,2023-04-05,,,37.9900017
OI136748,O94326,U75498,P010,2022-02-22,2022-02-23,,,37.9900017
OI175689,O121041,U96821,P011,2023-05-09,2023-05-07,,,37.9900017
OI180777,O124557,U99653,P011,2022-11-06,2022-11-06,,,37.9900017
OI12545,O8617,U6892,P011,2023-06-13,2023-06-12,2023-06-16,,37.9900017
OI19881,O13681,U10961,P009,2023-06-25,2023-06-23,2023-06-24,,30
OI44418,O30548,U24322,P010,2023-05-10,2023-05-11,2023-05-13,,37.9900017
OI45977,O31608,U25167,P011,2021-10-23,2021-10-23,2021-10-25,,37.9900017
OI57368,O39405,U31362,P004,2022-01-23,2022-01-22,2022-01-26,,25
OI60571,O41647,U33198,P010,2022-09-21,2022-09-23,2022-09-25,,37.9900017
OI64933,O44670,U35677,P004,2020-04-25,2020-04-26,2020-04-28,,25
OI100182,O69061,U55294,P011,2023-05-05,2023-05-05,2023-05-08,,37.9900017
OI111338,O76795,U61463,P004,2020-04-27,2020-04-24,2020-04-25,,25
OI114161,O78748,U62952,P009,2020-01-22,2020-01-19,2020-01-20,,30
OI128317,O88532,U70870,P011,2022-09-14,2022-09-14,2022-09-16,,37.9900017
OI129842,O89596,U71712,P011,2022-09-21,2022-09-22,2022-09-25,,37.9900017
OI137437,O94802,U75869,P009,2023-02-15,2023-02-15,2023-02-16,,30
OI169822,O116964,U93567,P010,2022-12-04,2022-12-06,2022-12-11,,37.9900017
OI44806,O30826,U24541,P011,2021-01-12,2021-01-09,2021-01-11,2021-01-12,37.9900017
OI148273,O102207,U81820,P009,2023-04-04,2023-04-06,2023-04-11,2023-04-12,30
OI4472,O3055,U2435,P011,2023-04-20,,,,37.9900017
OI43062,O29625,U23548,P011,2022-11-08,,,,37.9900017
OI52167,O35830,U28534,P011,2020-09-22,,,,37.9900017
OI102868,O70948,U56815,P009,2022-05-07,,,,30
OI181062,O124759,U99815,P011,2021-09-09,,,,37.9900017
OI25738,O17691,U14100,P004,2022-03-31,,,,25
OI35122,O24165,U19250,P011,2021-10-17,,,,37.9900017
OI36444,O25047,U19917,P004,2023-04-11,,,,25
OI41251,O28390,U22575,P011,2022-08-16,,,,37.9900017
OI88930,O61348,U49149,P011,2023-04-27,,,,37.9900017
OI95425,O65831,U52666,P011,2023-06-28,,,,37.9900017
OI100081,O68996,U55240,P011,2021-12-28,,,,37.9900017
OI119722,O82592,U65953,P011,2023-06-19,,,,37.9900017
OI140868,O97112,U77747,P010,2020-09-08,,,,37.9900017
OI3570,O2434,U1938,P003,2021-12-25,2021-12-25,,,39.9900017
OI5028,O3430,U2734,P010,2023-05-18,2023-05-16,,,39.9900017
OI5699,O3903,U3120,P004,2023-06-30,2023-06-30,,,25
OI8917,O6097,U4930,P006,2021-07-28,2021-07-27,,,35
OI9814,O6713,U5400,P004,2021-08-25,2021-08-26,,,25
OI27231,O18709,U14894,P002,2023-06-28,2023-06-30,,,39.9900017
OI27743,O19056,U15173,P004,2023-05-10,2023-05-12,,,25
OI28012,O19244,U15336,P004,2020-06-09,2020-06-11,,,25
OI30034,O20636,U16466,P004,2020-11-28,2020-11-29,,,25
OI31210,O21455,U17128,P004,2023-04-19,2023-04-20,,,25
OI31876,O21916,U17477,P006,2020-07-23,2020-07-24,,,35
OI34256,O23555,U18763,P004,2023-03-09,2023-03-07,,,25
OI42720,O29396,U23366,P003,2023-06-24,2023-06-26,,,39.9900017
OI44873,O30873,U24579,P011,2021-12-19,2021-12-22,,,39.9900017
OI51603,O35436,U28234,P001,2023-03-19,2023-03-21,,,39.9900017
OI52058,O35755,U28477,P006,2023-03-13,2023-03-11,,,35
OI54222,O37258,U29652,P004,2021-03-17,2021-03-18,,,25
OI64197,O44137,U35232,P001,2020-11-16,2020-11-14,,,39.9900017
OI67524,O46498,U37104,P002,2021-09-05,2021-09-07,,,39.9900017
OI73039,O50273,U40179,P009,2021-06-05,2021-06-04,,,30
OI82599,O56890,U45533,P006,2021-05-09,2021-05-08,,,35
OI83527,O57519,U46053,P004,2021-11-03,2021-11-04,,,25
OI86323,O59535,U47698,P009,2023-04-29,2023-04-30,,,30
OI90294,O62290,U49915,P007,2023-06-14,2023-06-13,,,39.9900017
OI94266,O65032,U52062,P006,2022-11-17,2022-11-17,,,35
OI98725,O68098,U54512,P006,2023-05-28,2023-05-27,,,35
OI100308,O69152,U55374,P007,2021-12-28,2021-12-28,,,39.9900017
OI105725,O72958,U58420,P001,2022-06-07,2022-06-07,,,39.9900017
OI111948,O77232,U61808,P002,2022-02-24,2022-02-23,,,39.9900017
OI116094,O80083,U63998,P009,2023-06-26,2023-06-26,,,30
OI118372,O81679,U65253,P003,2023-03-29,2023-03-31,,,39.9900017
OI125929,O86866,U69534,P009,2023-01-24,2023-01-24,,,30
OI126982,O87595,U70113,P006,2021-09-11,2021-09-12,,,35
OI129789,O89557,U71681,P010,2022-05-10,2022-05-12,,,39.9900017
OI130001,O89708,U71792,P006,2022-09-08,2022-09-08,,,35
OI131578,O90779,U72647,P004,2020-05-07,2020-05-09,,,25
OI132720,O91576,U73302,P009,2020-11-08,2020-11-11,,,30
OI144097,O99324,U79499,P007,2020-11-10,2020-11-11,,,39.9900017
OI151539,O104416,U83575,P007,2023-02-17,2023-02-14,,,39.9900017
OI155333,O107021,U85663,P006,2022-11-15,2022-11-12,,,35
OI164961,O113665,U90883,P004,2023-04-26,2023-04-27,,,25
OI165956,O114335,U91451,P011,2020-04-07,2020-04-10,,,39.9900017
OI167974,O115708,U92580,P011,2023-06-24,2023-06-25,,,39.9900017
OI169555,O116780,U93422,P010,2023-06-14,2023-06-15,,,39.9900017
OI170948,O117743,U94190,P011,2023-02-25,2023-02-26,,,39.9900017
OI172030,O118470,U94760,P004,2022-09-24,2022-09-25,,,25
OI172405,O118716,U94963,P004,2021-08-06,2021-08-05,,,25
OI176742,O121773,U97435,P006,2023-03-04,2023-03-06,,,35
OI13141,O9028,U7272,P007,2022-06-27,2022-06-27,2022-07-01,,39.9900017
OI23139,O15907,U12748,P002,2021-12-12,2021-12-13,2021-12-14,,39.9900017
OI30984,O21301,U17008,P011,2022-01-21,2022-01-20,2022-01-22,,39.9900017
OI31143,O21409,U17094,P006,2022-04-24,2022-04-25,2022-04-26,,35
OI31365,O21566,U17214,P004,2022-03-14,2022-03-13,2022-03-17,,25
OI31425,O21603,U17237,P004,2021-03-20,2021-03-18,2021-03-23,,25
OI34207,O23515,U18733,P006,2022-11-07,2022-11-08,2022-11-11,,35
OI35389,O24348,U19404,P007,2021-10-12,2021-10-11,2021-10-12,,39.9900017
OI42392,O29168,U23154,P004,2023-05-29,2023-05-30,2023-06-03,,25
OI42630,O29337,U23316,P004,2021-03-08,2021-03-07,2021-03-10,,25
OI43450,O29891,U23779,P003,2022-08-15,2022-08-13,2022-08-16,,39.9900017
OI45250,O31119,U24775,P006,2023-01-11,2023-01-12,2023-01-15,,35
OI46299,O31831,U25337,P004,2019-06-29,2019-06-29,2019-06-30,,25
OI52984,O36400,U28968,P007,2023-06-03,2023-06-03,2023-06-05,,39.9900017
OI55293,O38005,U30264,P003,2023-02-20,2023-02-20,2023-02-25,,39.9900017
OI55304,O38009,U30267,P007,2021-06-07,2021-06-08,2021-06-09,,39.9900017
OI59268,O40751,U32454,P007,2021-07-07,2021-07-08,2021-07-08,,39.9900017
OI74755,O51463,U41118,P003,2021-12-30,2021-12-30,2021-12-31,,39.9900017
OI78155,O53813,U43000,P006,2023-06-24,2023-06-23,2023-06-27,,35
OI86527,O59685,U47817,P011,2023-01-14,2023-01-15,2023-01-20,,39.9900017
OI87601,O60416,U48408,P006,2023-02-24,2023-02-25,2023-02-26,,35
OI91557,O63168,U50588,P004,2023-06-09,2023-06-09,2023-06-13,,25
OI95158,O65650,U52541,P007,2020-12-08,2020-12-07,2020-12-09,,39.9900017
OI99562,O68652,U54973,P007,2021-12-31,2022-01-03,2022-01-07,,39.9900017
OI118611,O81836,U65386,P001,2022-12-02,2022-12-05,2022-12-08,,39.9900017
OI119027,O82113,U65591,P006,2022-10-05,2022-10-02,2022-10-07,,35
OI127053,O87641,U70151,P004,2023-04-03,2023-04-04,2023-04-05,,25
OI143548,O98947,U79203,P006,2023-05-06,2023-05-08,2023-05-09,,35
OI143945,O99217,U79415,P004,2023-04-27,2023-04-26,2023-04-27,,25
OI147778,O101866,U81553,P006,2022-02-22,2022-02-22,2022-02-23,,35
OI159130,O109667,U87782,P007,2020-06-02,2020-05-31,2020-06-03,,39.9900017
OI163638,O112760,U90212,P004,2023-06-16,2023-06-17,2023-06-20,,25
OI173695,O119642,U95677,P004,2022-11-08,2022-11-05,2022-11-08,,25
OI8205,O5610,U4538,P002,2021-05-01,2021-05-01,2021-05-02,2021-05-02,39.9900017
OI22569,O15523,U12446,P007,2021-01-20,2021-01-21,2021-01-26,2021-01-27,39.9900017
OI25314,O17403,U13884,P010,2023-06-01,2023-06-02,2023-06-03,2023-06-03,39.9900017
OI25880,O17788,U14175,P003,2022-07-03,2022-07-04,2022-07-04,2022-07-05,39.9900017
OI41347,O28455,U22620,P003,2022-12-01,2022-12-02,2022-12-07,2022-12-09,39.9900017
OI41395,O28489,U22642,P010,2021-05-16,2021-05-17,2021-05-17,2021-05-18,39.9900017
OI49670,O34150,U27184,P006,2023-05-27,2023-05-29,2023-06-03,2023-06-04,35
OI81421,O56081,U44882,P011,2023-06-22,2023-06-24,2023-06-28,2023-06-30,39.9900017
OI92359,O63709,U51011,P002,2022-11-16,2022-11-16,2022-11-20,2022-11-23,39.9900017
OI103975,O71734,U57453,P006,2022-11-15,2022-11-15,2022-11-16,2022-11-18,35
OI106285,O73337,U58730,P007,2021-02-13,2021-02-12,2021-02-15,2021-02-16,39.9900017
OI140035,O96531,U77281,P007,2020-10-05,2020-10-06,2020-10-10,2020-10-13,39.9900017
OI10092,O6904,U5561,P007,2020-08-26,,,,39.9900017
OI33497,O23044,U18367,P001,2023-03-10,,,,39.9900017
OI42337,O29129,U23123,P011,2023-05-15,,,,39.9900017
OI55988,O38457,U30636,P011,2021-09-19,,,,39.9900017
OI65302,O44938,U35897,P006,2022-08-18,,,,35
OI70198,O48314,U38624,P004,2022-05-30,,,,25
OI77152,O53113,U42436,P002,2021-11-20,,,,39.9900017
OI79426,O54685,U43733,P006,2023-06-14,,,,35
OI80172,O55228,U44148,P001,2023-06-25,,,,39.9900017
OI110992,O76552,U61271,P004,2020-11-11,,,,25
OI132058,O91105,U72907,P002,2020-07-17,,,,39.9900017
OI136715,O94301,U75480,P003,2022-06-03,,,,39.9900017
OI137642,O94936,U76003,P006,2022-11-21,,,,35
OI140169,O96626,U77359,P004,2020-10-19,,,,25
OI151980,O104715,U83810,P002,2023-04-16,,,,39.9900017
OI153380,O105678,U84559,P006,2022-05-31,,,,35
OI167560,O115423,U92333,P007,2022-10-30,,,,39.9900017
OI171110,O117849,U94269,P004,2020-12-11,,,,25
OI173320,O119374,U95474,P004,2023-03-17,,,,25
OI8985,O6145,U4969,P004,2022-08-01,,,,25
OI18675,O12849,U10256,P006,2022-08-02,,,,35
OI23402,O16084,U12881,P011,2022-09-12,,,,39.9900017
OI23755,O16340,U13075,P002,2022-06-03,,,,39.9900017
OI29922,O20564,U16419,P007,2020-09-25,,,,39.9900017
OI36738,O25249,U20078,P002,2021-12-16,,,,39.9900017
OI44890,O30883,U24588,P004,2019-12-23,,,,25
