order_id,user_id,status,gender,created_at,shipped_at,delivered_at,returned_at,num_of_item
O47464,U37915,Shipped,F,2023-05-05,2023-05-07,,,1
O47519,U37956,Cancelled,F,2021-07-20,,,,1
O4752,U3784,Cancelled,F,2023-05-08,,,,3
O47529,U37968,Shipped,F,2023-04-05,2023-04-08,,,2
O4753,U3785,Complete,F,2020-09-27,2020-09-27,2020-09-27,,4
O47551,U37991,Complete,F,2023-04-18,2023-04-15,2023-04-16,,2
O47567,U38002,Returned,F,2023-05-30,2023-05-28,2023-05-29,2023-05-29,2
O47583,U38018,Processing,F,2023-03-04,,,,1
O47585,U38020,Complete,F,2021-01-02,2021-01-04,2021-01-08,,2
O47587,U38020,Shipped,F,2021-10-23,2021-10-24,,,3
O47632,U38056,Returned,F,2023-04-08,2023-04-10,2023-04-11,2023-04-11,1
O47634,U38059,Shipped,F,2023-04-08,2023-04-09,,,1
O47667,U38085,Complete,F,2021-03-16,2021-03-18,2021-03-18,,4
O47686,U38102,Complete,F,2022-04-09,2022-04-11,2022-04-12,,4
O47698,U38114,Returned,F,2023-06-22,2023-06-24,2023-06-26,2023-06-26,1
O477,U373,Shipped,F,2021-08-01,2021-07-31,,,4
O47712,U38122,Returned,F,2022-09-22,2022-09-21,2022-09-25,2022-09-25,2
O47726,U38131,Cancelled,F,2021-11-23,,,,1
O47728,U38133,Cancelled,F,2023-07-02,,,,4
O47736,U38138,Complete,F,2023-03-13,2023-03-15,2023-03-16,,2
O47740,U38142,Complete,F,2022-05-13,2022-05-13,2022-05-15,,1
O47749,U38149,Processing,F,2020-07-02,,,,3
O47752,U38150,Returned,F,2020-06-17,2020-06-15,2020-06-18,2020-06-18,4
O47757,U38155,Returned,F,2021-12-22,2021-12-20,2021-12-21,2021-12-21,3
O47767,U38160,Cancelled,F,2023-02-14,,,,2
O47768,U38162,Shipped,F,2023-05-25,2023-05-26,,,1
O47792,U38185,Returned,F,2022-04-08,2022-04-09,2022-04-14,2022-04-14,2
O47802,U38193,Shipped,F,2023-02-22,2023-02-22,,,2
O47803,U38193,Complete,F,2021-12-27,2021-12-26,2021-12-27,,4
O47820,U38204,Returned,F,2023-05-16,2023-05-16,2023-05-18,2023-05-18,1
O47832,U38216,Processing,F,2023-06-28,,,,1
O47835,U38219,Shipped,F,2022-04-29,2022-04-29,,,2
O47840,U38226,Shipped,F,2021-02-15,2021-02-16,,,3
O47846,U38231,Complete,F,2023-04-19,2023-04-18,2023-04-22,,4
O47853,U38237,Shipped,F,2022-02-21,2022-02-18,,,2
O47861,U38243,Processing,F,2021-09-13,,,,2
O47870,U38251,Processing,F,2022-02-07,,,,4
O47875,U38253,Processing,F,2023-01-30,,,,3
O47889,U38262,Shipped,F,2021-12-01,2021-12-04,,,1
O47892,U38265,Complete,F,2023-04-23,2023-04-25,2023-04-26,,1
O47893,U38266,Complete,F,2022-12-08,2022-12-07,2022-12-10,,2
O47894,U38266,Shipped,F,2020-10-20,2020-10-19,,,2
O479,U373,Complete,F,2021-05-12,2021-05-14,2021-05-17,,1
O4791,U3820,Returned,F,2023-06-10,2023-06-10,2023-06-14,2023-06-14,1
O47951,U38310,Shipped,F,2022-07-17,2022-07-15,,,2
O47958,U38318,Shipped,F,2022-03-12,2022-03-12,,,1
O47977,U38335,Complete,F,2023-06-21,2023-06-22,2023-06-26,,2
O47983,U38342,Shipped,F,2023-05-12,2023-05-10,,,3
O4799,U3828,Processing,F,2021-12-31,,,,1
O47991,U38350,Shipped,F,2021-09-12,2021-09-14,,,4
O48009,U38370,Shipped,F,2022-10-27,2022-10-30,,,1
O48036,U38391,Shipped,F,2020-10-17,2020-10-19,,,1
O48103,U38451,Shipped,F,2021-03-02,2021-03-04,,,1
O48105,U38452,Cancelled,F,2021-10-21,,,,2
O4812,U3838,Shipped,F,2023-01-12,2023-01-13,,,1
O4813,U3838,Returned,F,2022-08-13,2022-08-13,2022-08-16,2022-08-16,1
O48164,U38494,Cancelled,F,2022-09-30,,,,4
O48173,U38500,Shipped,F,2022-09-14,2022-09-14,,,2
O48208,U38526,Complete,F,2022-04-16,2022-04-16,2022-04-16,,3
O48209,U38527,Cancelled,F,2020-04-17,,,,1
O4821,U3847,Returned,F,2023-05-07,2023-05-10,2023-05-13,2023-05-13,1
O48222,U38534,Complete,F,2023-03-01,2023-02-28,2023-03-03,,4
O4823,U3849,Cancelled,F,2021-11-30,,,,1
O48258,U38571,Shipped,F,2022-10-23,2022-10-26,,,1
O48277,U38588,Complete,F,2023-05-17,2023-05-19,2023-05-20,,1
O48278,U38588,Shipped,F,2023-04-09,2023-04-11,,,1
O48298,U38608,Processing,F,2022-08-07,,,,1
O4831,U3856,Complete,F,2021-07-16,2021-07-17,2021-07-22,,1
O48314,U38624,Cancelled,F,2022-05-30,,,,1
O48317,U38624,Cancelled,F,2022-10-10,,,,2
O48350,U38650,Shipped,F,2022-07-07,2022-07-09,,,2
O4836,U3859,Processing,F,2023-05-30,,,,2
O48365,U38664,Shipped,F,2023-01-23,2023-01-24,,,3
O48367,U38666,Complete,F,2020-02-07,2020-02-09,2020-02-11,,1
O48386,U38682,Cancelled,F,2022-07-12,,,,1
O48391,U38687,Complete,F,2023-02-16,2023-02-16,2023-02-18,,1
O48395,U38691,Cancelled,F,2020-07-29,,,,1
O48408,U38699,Processing,F,2021-04-10,,,,2
O48428,U38714,Shipped,F,2021-07-09,2021-07-10,,,1
O48460,U38737,Processing,F,2021-02-15,,,,2
O48493,U38762,Shipped,F,2022-09-23,2022-09-24,,,4
O48496,U38764,Returned,F,2022-12-23,2022-12-20,2022-12-23,2022-12-23,3
O48504,U38772,Processing,F,2023-03-26,,,,1
O48539,U38805,Complete,F,2023-01-27,2023-01-25,2023-01-26,,2
O48547,U38813,Processing,F,2022-07-25,,,,1
O48555,U38817,Complete,F,2022-04-24,2022-04-26,2022-04-30,,2
O48614,U38868,Processing,F,2023-05-17,,,,2
O48616,U38869,Processing,F,2023-06-26,,,,1
O48618,U38871,Complete,F,2023-04-04,2023-04-03,2023-04-04,,3
O48658,U38900,Complete,F,2022-05-08,2022-05-08,2022-05-13,,1
O48698,U38921,Shipped,F,2022-12-20,2022-12-22,,,4
O48736,U38955,Returned,F,2020-09-13,2020-09-09,2020-09-14,2020-09-14,4
O48738,U38956,Processing,F,2022-05-10,,,,4
O48740,U38960,Returned,F,2022-12-16,2022-12-12,2022-12-15,2022-12-15,3
O48747,U38968,Complete,F,2023-04-01,2023-04-02,2023-04-04,,1
O48755,U38974,Shipped,F,2022-08-21,2022-08-19,,,2
O48775,U38988,Cancelled,F,2022-01-08,,,,3
O48792,U38996,Shipped,F,2022-09-28,2022-09-30,,,1
O48796,U38998,Complete,F,2023-01-21,2023-01-19,2023-01-23,,3
O48811,U39012,Cancelled,F,2022-09-05,,,,1
O48848,U39038,Cancelled,F,2020-08-22,,,,1
O48854,U39042,Shipped,F,2023-06-27,2023-06-28,,,1
O48888,U39068,Cancelled,F,2020-10-15,,,,2
O4889,U3909,Cancelled,F,2022-02-09,,,,1
O48892,U39074,Shipped,F,2023-01-15,2023-01-14,,,2
O48913,U39091,Complete,F,2022-10-13,2022-10-13,2022-10-17,,3
O48922,U39097,Processing,F,2023-05-15,,,,3
O48929,U39101,Complete,F,2023-06-01,2023-05-28,2023-05-31,,2
O48952,U39116,Shipped,F,2020-09-18,2020-09-18,,,2
O48961,U39123,Cancelled,F,2021-10-15,,,,2
O4898,U3920,Returned,F,2019-11-01,2019-11-03,2019-11-04,2019-11-04,1
O48981,U39140,Shipped,F,2023-05-02,2023-05-05,,,1
O48995,U39149,Shipped,F,2023-05-27,2023-05-24,,,3
O48996,U39150,Processing,F,2023-07-01,,,,2
O49000,U39154,Cancelled,F,2021-02-22,,,,3
O49019,U39172,Processing,F,2022-11-10,,,,3
O49029,U39182,Shipped,F,2021-04-29,2021-05-01,,,2
O49033,U39185,Complete,F,2022-06-05,2022-06-06,2022-06-08,,1
O4904,U3928,Cancelled,F,2022-09-24,,,,1
O49054,U39203,Complete,F,2021-10-26,2021-10-28,2021-11-01,,1
O49057,U39203,Complete,F,2021-10-05,2021-10-06,2021-10-08,,1
O49060,U39205,Processing,F,2020-09-20,,,,1
O49069,U39211,Processing,F,2021-05-29,,,,2
O49088,U39224,Shipped,F,2021-07-26,2021-07-24,,,3
O49103,U39237,Processing,F,2022-05-18,,,,1
O49104,U39238,Shipped,F,2019-07-15,2019-07-14,,,4
O4911,U3937,Processing,F,2022-09-25,,,,1
O49191,U39311,Cancelled,F,2021-04-27,,,,1
O49193,U39311,Complete,F,2022-04-24,2022-04-25,2022-04-27,,1
O49205,U39321,Shipped,F,2022-11-16,2022-11-16,,,1
O49229,U39340,Returned,F,2023-04-14,2023-04-14,2023-04-15,2023-04-15,1
O49254,U39361,Cancelled,F,2021-07-04,,,,2
O49266,U39367,Cancelled,F,2023-06-17,,,,2
O49273,U39374,Processing,F,2022-05-18,,,,2
O49274,U39375,Returned,F,2021-06-16,2021-06-17,2021-06-18,2021-06-18,1
O49286,U39386,Cancelled,F,2020-07-14,,,,2
O49292,U39394,Shipped,F,2022-07-26,2022-07-28,,,1
O49293,U39394,Complete,F,2022-05-26,2022-05-28,2022-06-02,,4
O49299,U39396,Processing,F,2021-01-10,,,,1
O4931,U3954,Processing,F,2019-10-01,,,,1
O49320,U39414,Shipped,F,2021-03-20,2021-03-20,,,1
O4934,U3957,Shipped,F,2022-05-03,2022-05-01,,,3
O49436,U39504,Shipped,F,2023-02-11,2023-02-12,,,1
O49440,U39509,Returned,F,2021-05-14,2021-05-16,2021-05-18,2021-05-18,2
O4946,U3966,Shipped,F,2023-05-01,2023-05-03,,,1
O49462,U39531,Cancelled,F,2023-06-26,,,,1
O49465,U39533,Cancelled,F,2023-06-03,,,,1
O49475,U39540,Returned,F,2023-06-01,2023-06-03,2023-06-04,2023-06-04,4
O49495,U39561,Shipped,F,2022-12-04,2022-12-05,,,1
O49500,U39565,Shipped,F,2021-05-19,2021-05-19,,,1
O49506,U39567,Cancelled,F,2022-07-29,,,,1
O49520,U39581,Processing,F,2022-10-09,,,,2
O49539,U39592,Cancelled,F,2021-12-28,,,,3
O49550,U39599,Shipped,F,2022-03-17,2022-03-19,,,1
O49564,U39611,Processing,F,2023-04-06,,,,1
O49566,U39612,Complete,F,2023-06-20,2023-06-18,2023-06-20,,2
O49578,U39620,Complete,F,2021-10-31,2021-10-31,2021-11-01,,2
O4961,U3973,Complete,F,2023-04-30,2023-05-02,2023-05-06,,1
O49627,U39677,Shipped,F,2022-03-22,2022-03-24,,,1
O49636,U39682,Returned,F,2022-04-15,2022-04-17,2022-04-18,2022-04-18,1
O49646,U39689,Shipped,F,2021-02-14,2021-02-17,,,1
O4966,U3980,Complete,F,2022-05-28,2022-05-25,2022-05-29,,2
O49673,U39711,Complete,F,2022-05-29,2022-05-29,2022-05-30,,4
O49696,U39731,Shipped,F,2022-11-07,2022-11-03,,,2
O4970,U3986,Processing,F,2023-06-03,,,,1
O49708,U39737,Complete,F,2021-03-21,2021-03-21,2021-03-22,,1
O49709,U39737,Shipped,F,2020-11-25,2020-11-26,,,1
O49729,U39755,Cancelled,F,2023-06-03,,,,2
O49731,U39757,Cancelled,F,2023-03-31,,,,3
O49743,U39768,Shipped,F,2022-10-20,2022-10-21,,,4
O49753,U39778,Shipped,F,2022-10-03,2022-10-05,,,1
O49772,U39792,Processing,F,2022-05-04,,,,1
O49779,U39797,Cancelled,F,2022-12-16,,,,1
O4978,U3995,Processing,F,2022-08-08,,,,2
O49821,U39826,Shipped,F,2021-05-16,2021-05-18,,,1
O4985,U4002,Processing,F,2021-03-18,,,,2
O49879,U39874,Shipped,F,2021-03-12,2021-03-11,,,2
O49901,U39890,Cancelled,F,2023-03-03,,,,1
O49906,U39893,Complete,F,2022-05-04,2022-05-05,2022-05-07,,4
O49918,U39902,Shipped,F,2021-07-21,2021-07-24,,,1
O49940,U39919,Returned,F,2021-12-08,2021-12-08,2021-12-09,2021-12-09,1
O49956,U39930,Complete,F,2023-01-02,2023-01-03,2023-01-06,,1
O4996,U4011,Cancelled,F,2022-11-15,,,,1
O49974,U39948,Cancelled,F,2022-02-23,,,,1
O50004,U39967,Complete,F,2021-02-01,2021-02-03,2021-02-05,,1
O50012,U39972,Complete,F,2021-05-27,2021-05-25,2021-05-27,,3
O50017,U39975,Cancelled,F,2022-12-15,,,,1
O50037,U39992,Shipped,F,2023-05-16,2023-05-17,,,1
O50039,U39993,Complete,F,2023-05-31,2023-05-31,2023-06-01,,1
O5007,U4026,Shipped,F,2023-05-07,2023-05-09,,,1
O50093,U40029,Shipped,F,2020-09-21,2020-09-24,,,1
O50102,U40039,Complete,F,2023-01-03,2023-01-04,2023-01-07,,1
O5011,U4027,Shipped,F,2021-10-27,2021-10-28,,,1
O50124,U40052,Complete,F,2023-05-15,2023-05-15,2023-05-18,,1
O50137,U40062,Processing,F,2022-05-15,,,,1
O50147,U40070,Complete,F,2021-07-02,2021-07-02,2021-07-07,,1
O50175,U40093,Processing,F,2021-06-30,,,,1
O50195,U40113,Cancelled,F,2021-11-06,,,,3
O50205,U40124,Complete,F,2023-06-11,2023-06-08,2023-06-12,,2
O50231,U40147,Cancelled,F,2023-03-12,,,,1
O50239,U40151,Cancelled,F,2020-07-05,,,,1
O50263,U40170,Shipped,F,2023-06-09,2023-06-12,,,1
O50270,U40176,Shipped,F,2020-07-08,2020-07-09,,,1
O50273,U40179,Shipped,F,2021-06-03,2021-06-04,,,2
O50290,U40192,Processing,F,2022-05-23,,,,1
O50297,U40199,Shipped,F,2022-03-02,2022-02-27,,,3
O50303,U40204,Complete,F,2022-02-18,2022-02-20,2022-02-25,,1
O5031,U4041,Shipped,F,2021-05-03,2021-05-04,,,3
O50316,U40211,Cancelled,F,2021-12-17,,,,3
O50340,U40230,Processing,F,2021-10-19,,,,2
O50341,U40230,Cancelled,F,2021-06-01,,,,1
O50347,U40235,Shipped,F,2021-01-04,2021-01-06,,,1
O50399,U40276,Shipped,F,2021-12-26,2021-12-26,,,2
O50404,U40281,Complete,F,2022-09-21,2022-09-23,2022-09-23,,1
O50405,U40281,Shipped,F,2023-03-27,2023-03-29,,,2
O50417,U40287,Processing,F,2022-05-14,,,,2
O50420,U40289,Complete,F,2021-11-13,2021-11-14,2021-11-17,,1
O50440,U40302,Complete,F,2020-06-28,2020-06-28,2020-07-01,,1
O50460,U40317,Complete,F,2021-09-07,2021-09-08,2021-09-10,,1
O50473,U40326,Processing,F,2020-04-26,,,,1
O50474,U40327,Shipped,F,2022-09-16,2022-09-13,,,2
O50486,U40336,Shipped,F,2022-10-07,2022-10-09,,,1
O50496,U40341,Returned,F,2020-10-03,2020-10-04,2020-10-08,2020-10-08,1
O50509,U40353,Processing,F,2022-12-22,,,,1
O50510,U40354,Processing,F,2020-05-11,,,,1
O50523,U40363,Shipped,F,2023-05-27,2023-05-27,,,4
O50558,U40390,Returned,F,2022-04-14,2022-04-12,2022-04-16,2022-04-16,4
O50559,U40391,Cancelled,F,2023-03-16,,,,1
O50592,U40417,Shipped,F,2020-08-19,2020-08-21,,,1
O50593,U40417,Returned,F,2020-11-30,2020-12-01,2020-12-02,2020-12-02,1
O50601,U40427,Complete,F,2023-02-04,2023-02-05,2023-02-10,,1
O50619,U40440,Complete,F,2022-07-27,2022-07-29,2022-07-31,,1
O50641,U40453,Cancelled,F,2021-03-20,,,,2
O5069,U4076,Shipped,F,2022-10-01,2022-10-03,,,1
O50742,U40531,Processing,F,2022-07-24,,,,2
O50767,U40546,Complete,F,2021-09-12,2021-09-15,2021-09-15,,1
O5078,U4088,Shipped,F,2021-04-11,2021-04-13,,,1
O50783,U40558,Processing,F,2022-02-24,,,,1
O50786,U40559,Cancelled,F,2022-07-01,,,,1
O50843,U40610,Shipped,F,2020-02-05,2020-02-05,,,1
O50875,U40638,Shipped,F,2021-08-11,2021-08-08,,,4
O50879,U40640,Shipped,F,2020-09-09,2020-09-10,,,4
O509,U394,Shipped,F,2023-03-30,2023-04-02,,,1
O5091,U4104,Processing,F,2022-09-11,,,,1
O5092,U4104,Shipped,F,2023-03-29,2023-03-30,,,2
O50933,U40698,Complete,F,2022-09-26,2022-09-28,2022-09-29,,1
O50934,U40699,Processing,F,2022-10-03,,,,2
O5094,U4104,Cancelled,F,2023-04-30,,,,1
O50944,U40709,Shipped,F,2020-04-09,2020-04-11,,,1
O50968,U40728,Cancelled,F,2023-01-24,,,,3
O50987,U40741,Complete,F,2020-04-23,2020-04-24,2020-04-28,,1
O51000,U40752,Shipped,F,2022-11-19,2022-11-22,,,1
O51010,U40755,Shipped,F,2023-06-27,2023-06-25,,,2
O51060,U40789,Shipped,F,2023-06-03,2023-06-03,,,1
O51081,U40804,Shipped,F,2021-09-29,2021-09-27,,,3
O51082,U40804,Shipped,F,2020-04-10,2020-04-12,,,1
O51085,U40808,Shipped,F,2023-05-21,2023-05-22,,,1
O51117,U40828,Shipped,F,2021-05-19,2021-05-22,,,1
O51135,U40849,Shipped,F,2023-01-18,2023-01-17,,,2
O51159,U40870,Shipped,F,2019-07-21,2019-07-22,,,1
O51168,U40875,Shipped,F,2023-06-06,2023-06-09,,,1
O51170,U40876,Processing,F,2023-04-15,,,,2
O51178,U40883,Processing,F,2022-06-15,,,,1
O51182,U40886,Processing,F,2023-04-07,,,,3
O51184,U40888,Complete,F,2022-11-13,2022-11-13,2022-11-15,,1
O51186,U40889,Shipped,F,2023-01-23,2023-01-21,,,2
O51228,U40923,Shipped,F,2022-08-20,2022-08-21,,,1
O51239,U40929,Processing,F,2023-04-14,,,,1
O51257,U40944,Processing,F,2020-05-19,,,,1
O51263,U40950,Returned,F,2022-06-18,2022-06-19,2022-06-21,2022-06-21,1
O51275,U40963,Shipped,F,2022-10-01,2022-09-27,,,2
O51304,U40987,Complete,F,2023-05-07,2023-05-04,2023-05-06,,4
O51319,U40997,Complete,F,2023-01-27,2023-01-29,2023-02-01,,1
O51334,U41009,Shipped,F,2020-12-10,2020-12-12,,,1
O51335,U41010,Complete,F,2023-05-30,2023-06-01,2023-06-02,,4
O51352,U41025,Shipped,F,2021-08-16,2021-08-14,,,4
O51358,U41028,Processing,F,2020-07-12,,,,1
O51361,U41032,Processing,F,2022-12-20,,,,1
O51376,U41044,Shipped,F,2023-04-03,2023-03-31,,,2
O51386,U41053,Shipped,F,2022-08-30,2022-08-30,,,2
O51415,U41079,Complete,F,2023-07-01,2023-07-01,2023-07-02,,2
O51431,U41094,Processing,F,2019-11-04,,,,2
O5145,U4148,Complete,F,2023-03-02,2023-03-03,2023-03-04,,1
O51455,U41114,Shipped,F,2022-06-20,2022-06-21,,,1
O51463,U41118,Complete,F,2021-12-31,2021-12-30,2021-12-31,,4
O51464,U41118,Shipped,F,2022-06-26,2022-06-29,,,1
O51478,U41131,Cancelled,F,2022-06-11,,,,3
O51487,U41140,Processing,F,2020-01-30,,,,1
O51534,U41179,Shipped,F,2023-05-07,2023-05-09,,,1
O5156,U4160,Complete,F,2022-05-18,2022-05-19,2022-05-24,,2
O516,U400,Cancelled,F,2021-12-09,,,,1
O51637,U41260,Complete,F,2022-10-23,2022-10-22,2022-10-27,,2
O51644,U41267,Cancelled,F,2022-12-03,,,,1
O51700,U41311,Returned,F,2022-08-02,2022-08-04,2022-08-05,2022-08-05,1
O51713,U41319,Complete,F,2023-06-21,2023-06-22,2023-06-23,,4
O5173,U4173,Shipped,F,2022-07-07,2022-07-03,,,2
O51731,U41329,Complete,F,2022-10-31,2022-10-28,2022-11-02,,2
O51778,U41359,Returned,F,2023-04-14,2023-04-17,2023-04-22,2023-04-22,1
O5178,U4180,Cancelled,F,2021-01-27,,,,2
O51793,U41376,Shipped,F,2020-12-02,2020-11-30,,,3
O51796,U41377,Complete,F,2020-08-14,2020-08-16,2020-08-21,,1
O51813,U41392,Complete,F,2021-10-16,2021-10-16,2021-10-19,,2
O51829,U41402,Cancelled,F,2023-05-22,,,,1
O51848,U41416,Cancelled,F,2023-05-29,,,,1
O51855,U41421,Shipped,F,2019-11-11,2019-11-13,,,1
O51869,U41432,Cancelled,F,2021-07-22,,,,1
O51882,U41444,Complete,F,2021-08-06,2021-08-08,2021-08-10,,1
O5189,U4188,Returned,F,2022-09-10,2022-09-12,2022-09-13,2022-09-13,1
O51904,U41460,Complete,F,2023-06-10,2023-06-11,2023-06-15,,2
O51916,U41466,Complete,F,2022-11-13,2022-11-13,2022-11-14,,1
O51930,U41478,Complete,F,2022-01-13,2022-01-14,2022-01-18,,2
O51953,U41497,Shipped,F,2022-12-24,2022-12-25,,,2
O51969,U41511,Processing,F,2022-08-12,,,,1
O51977,U41516,Complete,F,2021-12-17,2021-12-19,2021-12-21,,1
O5198,U4194,Returned,F,2022-05-03,2022-05-01,2022-05-03,2022-05-03,2
O51987,U41527,Complete,F,2022-09-23,2022-09-21,2022-09-25,,4
O51997,U41532,Cancelled,F,2022-05-05,,,,1
O52032,U41565,Cancelled,F,2023-05-07,,,,3
O5206,U4200,Cancelled,F,2022-08-11,,,,4
O52063,U41590,Complete,F,2022-08-10,2022-08-09,2022-08-09,,2
O52064,U41590,Cancelled,F,2023-01-21,,,,4
O52069,U41597,Shipped,F,2022-07-01,2022-07-02,,,1
O52073,U41601,Complete,F,2020-06-25,2020-06-25,2020-06-28,,1
O52081,U41606,Processing,F,2020-05-10,,,,2
O52088,U41617,Complete,F,2023-01-25,2023-01-25,2023-01-26,,1
O52098,U41623,Shipped,F,2022-05-08,2022-05-08,,,2
O52107,U41632,Cancelled,F,2021-11-08,,,,1
O52116,U41637,Processing,F,2021-12-09,,,,3
O52127,U41643,Returned,F,2022-06-19,2022-06-21,2022-06-25,2022-06-25,3
O52128,U41645,Shipped,F,2023-06-27,2023-06-26,,,2
O52130,U41646,Complete,F,2020-12-27,2020-12-26,2020-12-29,,4
O52194,U41703,Complete,F,2022-08-13,2022-08-13,2022-08-16,,4
O52229,U41732,Complete,F,2019-11-21,2019-11-22,2019-11-24,,3
O52265,U41766,Complete,F,2021-11-10,2021-11-12,2021-11-16,,1
O52294,U41793,Returned,F,2023-05-11,2023-05-12,2023-05-14,2023-05-14,2
O52300,U41796,Processing,F,2022-03-31,,,,1
O52302,U41798,Processing,F,2022-05-08,,,,1
O52310,U41805,Shipped,F,2021-02-22,2021-02-24,,,1
O52316,U41808,Returned,F,2022-09-03,2022-09-04,2022-09-05,2022-09-05,2
O52350,U41839,Processing,F,2023-06-27,,,,1
O52358,U41849,Cancelled,F,2023-07-01,,,,4
O52360,U41852,Shipped,F,2022-12-30,2022-12-31,,,1
O52372,U41860,Shipped,F,2020-10-20,2020-10-18,,,2
O5240,U4223,Shipped,F,2023-06-09,2023-06-08,,,3
O52431,U41904,Processing,F,2023-06-18,,,,2
O52439,U41909,Shipped,F,2022-08-31,2022-08-31,,,4
O52442,U41911,Shipped,F,2022-01-28,2022-01-28,,,2
O52467,U41928,Shipped,F,2023-06-29,2023-06-29,,,4
O52468,U41928,Processing,F,2023-06-01,,,,2
O52486,U41940,Complete,F,2023-05-16,2023-05-15,2023-05-16,,4
O52527,U41966,Shipped,F,2022-06-19,2022-06-21,,,1
O52561,U41994,Complete,F,2022-05-30,2022-05-29,2022-06-02,,2
O52598,U42024,Processing,F,2022-04-22,,,,2
O52604,U42027,Complete,F,2023-06-07,2023-06-05,2023-06-08,,4
O52609,U42030,Returned,F,2022-03-27,2022-03-24,2022-03-28,2022-03-28,2
O52625,U42051,Shipped,F,2019-10-24,2019-10-24,,,2
O5269,U4251,Shipped,F,2022-05-31,2022-05-28,,,2
O5271,U4255,Processing,F,2022-07-10,,,,4
O52726,U42138,Processing,F,2021-09-27,,,,4
O52737,U42146,Shipped,F,2023-02-27,2023-03-01,,,1
O52739,U42146,Processing,F,2023-05-06,,,,4
O52796,U42202,Processing,F,2022-01-21,,,,1
O52802,U42204,Returned,F,2022-08-17,2022-08-19,2022-08-22,2022-08-22,3
O52804,U42206,Cancelled,F,2022-11-26,,,,2
O52818,U42216,Returned,F,2022-10-31,2022-10-30,2022-11-02,2022-11-02,4
O52837,U42228,Complete,F,2022-02-28,2022-02-27,2022-03-03,,2
O52844,U42234,Shipped,F,2023-03-20,2023-03-18,,,2
O5285,U4266,Cancelled,F,2023-05-19,,,,1
O52861,U42243,Processing,F,2022-05-26,,,,4
O52869,U42251,Processing,F,2023-06-30,,,,4
O52880,U42261,Shipped,F,2023-06-24,2023-06-27,,,1
O52881,U42261,Complete,F,2023-06-21,2023-06-24,2023-06-24,,1
O52908,U42286,Complete,F,2023-07-02,2023-07-01,2023-07-02,,4
O52909,U42286,Processing,F,2023-06-29,,,,1
O52914,U42287,Complete,F,2022-04-01,2022-04-01,2022-04-02,,1
O5293,U4271,Complete,F,2022-12-24,2022-12-26,2022-12-28,,1
O52936,U42305,Processing,F,2023-05-12,,,,1
O52946,U42315,Processing,F,2023-06-09,,,,2
O52949,U42315,Processing,F,2022-11-12,,,,1
O52959,U42320,Shipped,F,2022-10-16,2022-10-13,,,4
O52979,U42333,Cancelled,F,2023-05-12,,,,1
O52997,U42350,Cancelled,F,2022-03-25,,,,3
O53000,U42351,Complete,F,2023-06-28,2023-06-29,2023-06-30,,1
O53002,U42353,Complete,F,2019-12-29,2019-12-31,2020-01-04,,1
O53004,U42355,Shipped,F,2023-05-27,2023-05-26,,,4
O53007,U42358,Cancelled,F,2023-06-02,,,,1
O53009,U42360,Shipped,F,2023-02-21,2023-02-21,,,2
O53036,U42380,Shipped,F,2020-12-19,2020-12-21,,,1
O53084,U42414,Complete,F,2021-08-28,2021-08-26,2021-08-31,,4
O53087,U42417,Processing,F,2022-11-18,,,,1
O53097,U42421,Processing,F,2023-06-05,,,,1
O53113,U42436,Cancelled,F,2021-11-20,,,,1
O53119,U42439,Cancelled,F,2021-10-11,,,,2
O53120,U42439,Complete,F,2021-03-03,2021-02-28,2021-02-28,,4
O5314,U4284,Complete,F,2023-01-19,2023-01-17,2023-01-21,,2
O53142,U42454,Complete,F,2021-08-28,2021-08-26,2021-08-26,,2
O5316,U4284,Cancelled,F,2020-09-11,,,,2
O53194,U42497,Processing,F,2021-08-07,,,,1
O53210,U42509,Processing,F,2022-04-24,,,,1
O53238,U42536,Cancelled,F,2023-04-29,,,,1
O53240,U42536,Cancelled,F,2023-04-15,,,,1
O53278,U42571,Shipped,F,2022-08-04,2022-08-04,,,1
O53297,U42583,Complete,F,2022-05-09,2022-05-10,2022-05-15,,1
O53311,U42593,Complete,F,2022-03-06,2022-03-08,2022-03-09,,1
O53320,U42600,Processing,F,2021-11-18,,,,1
O53323,U42604,Shipped,F,2022-07-19,2022-07-21,,,1
O53326,U42606,Shipped,F,2023-04-28,2023-04-30,,,3
O53363,U42630,Cancelled,F,2023-06-06,,,,1
O53379,U42649,Processing,F,2023-05-31,,,,1
O53390,U42657,Shipped,F,2019-12-20,2019-12-21,,,1
O53437,U42689,Cancelled,F,2022-12-15,,,,3
O53453,U42698,Shipped,F,2022-10-26,2022-10-28,,,1
O5346,U4305,Shipped,F,2023-01-02,2023-01-02,,,3
O53484,U42728,Shipped,F,2020-07-04,2020-07-06,,,1
O535,U418,Shipped,F,2023-03-04,2023-03-07,,,1
O53510,U42754,Complete,F,2022-07-16,2022-07-14,2022-07-16,,3
O53515,U42759,Complete,F,2021-07-28,2021-07-29,2021-07-30,,2
O53552,U42792,Shipped,F,2023-06-18,2023-06-20,,,1
O53559,U42799,Cancelled,F,2023-03-21,,,,1
O53583,U42819,Complete,F,2022-01-16,2022-01-17,2022-01-22,,1
O53605,U42840,Shipped,F,2020-06-29,2020-06-30,,,3
O53621,U42852,Complete,F,2023-02-17,2023-02-17,2023-02-20,,2
O53640,U42867,Complete,F,2021-05-25,2021-05-27,2021-05-28,,1
